gene_id,gene,ctl1,ctl2,ctl3,dta1,dta2,dta3
ENSMUSG00000021193,Pitrm1,3,15,15,116,74,3
ENSMUSG00000021194,Chga,25,71,39,442,404,12
ENSMUSG00000021196,Pfkp,12,62,131,376,474,17
ENSMUSG00000021198,Unc79,2,4,16,67,59,5
ENSMUSG00000021200,Asb2,0,0,0,0,0,0
ENSMUSG00000021203,Otub2,0,4,4,14,18,1
ENSMUSG00000021207,Akr1c21,0,0,0,0,0,0
ENSMUSG00000021208,Ifi27l2b,0,0,0,0,0,0
ENSMUSG00000021209,Ppp4r4,11,44,26,244,189,11
ENSMUSG00000021210,Akr1c6,0,0,0,0,0,0
ENSMUSG00000021211,Akr1c12,0,0,0,0,0,0
ENSMUSG00000021213,Akr1c13,0,0,0,0,0,0
ENSMUSG00000021214,Akr1c18,0,0,0,0,0,0
ENSMUSG00000021215,Net1,1,3,4,15,19,0
ENSMUSG00000021216,Tubal3,0,0,0,0,0,0
ENSMUSG00000021217,Tshz3,0,3,4,16,6,1
ENSMUSG00000021218,Gdi2,12,32,23,234,142,6
ENSMUSG00000021219,Rgs6,0,0,4,8,21,0
ENSMUSG00000021221,Dpf3,0,4,73,82,89,2
ENSMUSG00000021222,Dcaf4,2,1,8,38,22,1
ENSMUSG00000021223,Papln,0,0,0,0,0,0
ENSMUSG00000021224,Numb,4,28,21,131,107,3
ENSMUSG00000021226,Acot2,0,1,2,7,13,1
ENSMUSG00000021228,Acot3,0,0,0,0,1,0
ENSMUSG00000021234,Fam161b,0,4,3,23,24,0
ENSMUSG00000021235,Coq6,1,3,2,18,20,1
ENSMUSG00000021236,Entpd5,2,5,13,42,34,3
ENSMUSG00000021238,Aldh6a1,2,0,13,46,27,2
ENSMUSG00000021239,Vsx2,0,0,0,0,0,0
ENSMUSG00000021240,Abcd4,0,10,9,50,39,3
ENSMUSG00000021241,Isca2,5,24,25,135,156,5
ENSMUSG00000021242,Npc2,6,13,25,61,77,1
ENSMUSG00000021243,Fcf1,0,6,7,31,27,2
ENSMUSG00000021244,Ylpm1,3,14,24,125,134,5
ENSMUSG00000021245,Mlh3,1,3,2,33,26,5
ENSMUSG00000021248,Tmed10,9,19,8,90,65,2
ENSMUSG00000021250,Fos,0,0,20,20,3,0
ENSMUSG00000021252,Erg28,79,255,66,1268,1060,49
ENSMUSG00000021253,Tgfb3,0,0,0,0,3,0
ENSMUSG00000021254,Gpatch2l,1,11,12,77,87,6
ENSMUSG00000021255,Esrrb,1,6,1,41,73,1
ENSMUSG00000021256,Vash1,0,2,32,22,41,1
ENSMUSG00000021257,Angel1,0,3,3,12,17,0
ENSMUSG00000021258,Ccnk,1,5,16,40,56,2
ENSMUSG00000021259,Cyp46a1,23,64,39,387,342,14
ENSMUSG00000021260,Hhipl1,0,0,1,5,5,0
ENSMUSG00000021262,Evl,11,39,78,420,490,7
ENSMUSG00000021263,Degs2,0,0,0,0,0,0
ENSMUSG00000021264,Yy1,3,24,49,117,119,9
ENSMUSG00000021265,Slc25a29,2,8,6,34,29,1
ENSMUSG00000021270,Hsp90aa1,40,137,60,819,607,28
ENSMUSG00000021271,Zfp839,0,2,3,41,34,1
ENSMUSG00000021273,Fdft1,6,6,16,49,37,2
ENSMUSG00000021275,Tecpr2,2,20,16,73,66,1
ENSMUSG00000021276,Cinp,8,19,24,162,158,2
ENSMUSG00000021277,Traf3,0,3,22,27,37,0
ENSMUSG00000021278,Amn,0,0,1,2,0,0
ENSMUSG00000021279,Cdc42bpb,9,31,55,186,242,7
ENSMUSG00000021280,Exoc3l4,0,0,0,1,1,0
ENSMUSG00000021281,Tnfaip2,0,0,1,0,0,0
ENSMUSG00000021282,Eif5,4,16,7,96,113,5
ENSMUSG00000021285,Ppp1r13b,2,8,11,50,69,1
ENSMUSG00000021286,Zfyve21,0,3,12,25,19,0
ENSMUSG00000021287,Xrcc3,1,1,2,5,4,0
ENSMUSG00000021288,Klc1,29,117,147,741,781,24
ENSMUSG00000021294,Kif26a,0,0,2,0,2,0
ENSMUSG00000021298,Gpr132,0,0,0,0,0,0
ENSMUSG00000021301,Hecw1,3,7,20,68,84,2
ENSMUSG00000021302,Ggps1,4,20,15,160,139,4
ENSMUSG00000021303,Gng4,0,3,4,9,37,0
ENSMUSG00000021306,Gpr137b,0,0,0,0,0,0
ENSMUSG00000021311,Mtr,1,10,10,59,64,1
ENSMUSG00000021313,Ryr2,2,4,50,99,98,1
ENSMUSG00000021314,Amph,9,37,66,233,208,4
ENSMUSG00000021318,Gli3,1,0,0,1,0,0
ENSMUSG00000021319,Sfrp4,0,0,3,1,1,0
ENSMUSG00000021322,Aoah,0,4,0,1,2,0
ENSMUSG00000021326,Trim27,1,8,7,59,56,2
ENSMUSG00000021327,Zkscan3,1,11,27,77,85,2
ENSMUSG00000021335,Slc17a1,0,0,0,0,0,0
ENSMUSG00000021336,Slc17a4,0,0,0,0,0,0
ENSMUSG00000021337,Scgn,0,0,0,0,0,0
ENSMUSG00000021338,Carmil1,4,11,11,61,72,1
ENSMUSG00000021339,Mrs2,3,17,22,95,89,4
ENSMUSG00000021340,Gpld1,2,4,4,22,12,2
ENSMUSG00000021342,Prl,0,0,0,0,0,0
ENSMUSG00000021345,Prl8a6,0,0,0,0,0,0
ENSMUSG00000021346,Prl8a8,0,0,0,0,0,0
ENSMUSG00000021347,Prl7b1,0,0,0,0,0,0
ENSMUSG00000021348,Prl7d1,0,0,0,2,0,0
ENSMUSG00000021356,Irf4,0,0,0,0,0,0
ENSMUSG00000021357,Exoc2,4,9,7,70,45,1
ENSMUSG00000021359,Tfap2a,1,0,10,7,28,1
ENSMUSG00000021360,Gcnt2,0,1,0,2,17,0
ENSMUSG00000021361,Tmem14c,6,24,14,130,95,5
ENSMUSG00000021362,Gcm2,0,0,0,0,0,0
ENSMUSG00000021363,Mak,0,0,0,0,0,0
ENSMUSG00000021364,Elovl2,0,0,15,36,2,0
ENSMUSG00000021365,Nedd9,0,2,0,2,4,0
ENSMUSG00000021366,Hivep1,0,5,13,47,49,0
ENSMUSG00000021367,Edn1,0,1,0,5,6,1
ENSMUSG00000021368,Tbc1d7,3,19,10,71,58,2
ENSMUSG00000021371,Mcur1,0,2,8,21,25,0
ENSMUSG00000021373,Cap2,20,35,24,246,136,8
ENSMUSG00000021374,Nup153,2,10,11,64,49,0
ENSMUSG00000021375,Kif13a,1,7,17,50,66,0
ENSMUSG00000021376,Tpmt,0,4,10,21,24,1
ENSMUSG00000021377,Dek,1,21,30,114,99,6
ENSMUSG00000021379,Id4,43,116,102,999,886,24
ENSMUSG00000021381,Barx1,0,0,0,0,0,0
ENSMUSG00000021384,Susd3,0,0,0,1,0,0
ENSMUSG00000021385,Ippk,0,6,4,23,30,0
ENSMUSG00000021388,Aspn,0,0,0,0,0,0
ENSMUSG00000021390,Ogn,0,0,1,0,0,0
ENSMUSG00000021391,Cenpp,0,0,0,1,5,0
ENSMUSG00000021392,Nol8,0,3,6,28,26,0
ENSMUSG00000021395,Spin1,3,23,30,162,183,2
ENSMUSG00000021396,Nxnl2,0,0,1,2,0,0
ENSMUSG00000021400,Wrnip1,3,17,16,93,97,2
ENSMUSG00000021403,Serpinb9b,0,0,0,0,0,0
ENSMUSG00000021404,Serpinb9c,0,0,0,0,0,0
ENSMUSG00000021408,Ripk1,0,0,2,6,11,1
ENSMUSG00000021411,Pxdc1,0,2,2,2,1,0
ENSMUSG00000021413,Prpf4b,3,20,53,152,137,7
ENSMUSG00000021414,Fam217a,0,0,0,0,0,0
ENSMUSG00000021416,Eci3,0,0,0,5,4,0
ENSMUSG00000021417,Eci2,3,9,9,69,51,1
ENSMUSG00000021418,Rpp40,0,0,0,8,8,0
ENSMUSG00000021420,Fars2,1,12,10,21,42,0
ENSMUSG00000021423,Ly86,0,0,2,0,0,0
ENSMUSG00000021427,Ssr1,30,108,55,562,354,29
ENSMUSG00000021428,Riok1,0,1,7,17,19,3
ENSMUSG00000021431,Snrnp48,0,7,30,48,79,5
ENSMUSG00000021432,Slc35b3,0,2,4,13,18,0
ENSMUSG00000021439,Ctsq,0,0,0,0,0,0
ENSMUSG00000021440,Cts7,0,0,0,0,0,0
ENSMUSG00000021441,Cts6,0,0,0,0,0,0
ENSMUSG00000021448,Shc3,0,3,10,18,27,0
ENSMUSG00000021451,Sema4d,1,2,39,46,54,1
ENSMUSG00000021453,Gadd45g,1,1,14,62,96,0
ENSMUSG00000021456,Fbp2,0,0,0,0,0,0
ENSMUSG00000021457,Syk,0,0,0,0,0,0
ENSMUSG00000021458,Aopep,0,0,6,9,7,0
ENSMUSG00000021460,Auh,12,46,44,242,243,7
ENSMUSG00000021461,Fancc,0,5,8,30,31,1
ENSMUSG00000021464,Ror2,0,0,0,0,1,0
ENSMUSG00000021466,Ptch1,2,14,33,112,94,3
ENSMUSG00000021468,Sptlc1,3,6,9,57,61,5
ENSMUSG00000021469,Msx2,3,2,8,17,1,0
ENSMUSG00000021470,Ercc6l2,1,1,4,21,22,0
ENSMUSG00000021474,Sfxn1,0,15,24,99,85,1
ENSMUSG00000021476,Habp4,13,33,32,248,265,3
ENSMUSG00000021477,Ctsl,15,54,29,336,259,8
ENSMUSG00000021478,Drd1,0,0,0,0,0,0
ENSMUSG00000021481,Zfp346,12,57,17,251,236,8
ENSMUSG00000021482,Prxl2c,1,4,6,55,24,0
ENSMUSG00000021483,Cdk20,3,3,22,29,24,0
ENSMUSG00000021484,Lman2,16,61,34,310,239,19
ENSMUSG00000021485,Mxd3,0,3,2,11,5,1
ENSMUSG00000021486,Prelid1,1,27,29,149,157,2
ENSMUSG00000021488,Nsd1,6,36,75,280,263,8
ENSMUSG00000021490,Slc34a1,0,0,0,0,0,0
ENSMUSG00000021492,F12,0,0,0,1,0,0
ENSMUSG00000021493,Pdlim7,1,7,16,54,58,3
ENSMUSG00000021494,Ddx41,0,13,16,54,54,6
ENSMUSG00000021495,Fam193b,0,14,55,169,198,11
ENSMUSG00000021496,Pcbd2,0,6,7,40,36,0
ENSMUSG00000021497,Txndc15,18,34,23,278,226,14
ENSMUSG00000021499,Catsper3,0,0,2,1,1,0
ENSMUSG00000021500,Ddx46,3,11,45,140,136,3
ENSMUSG00000021501,Caml,0,7,11,93,66,1
ENSMUSG00000021504,B4galt7,5,16,14,54,52,0
ENSMUSG00000021506,Pitx1,0,0,0,0,0,0
ENSMUSG00000021508,Cxcl14,4,0,29,57,157,0
ENSMUSG00000021509,Slc25a48,0,0,0,0,0,0
ENSMUSG00000021510,Zfp729a,0,0,0,5,4,0
ENSMUSG00000021514,Zfp369,1,3,7,27,28,1
ENSMUSG00000021518,Ptdss1,13,42,35,266,225,14
ENSMUSG00000021519,Mterf3,1,4,9,67,41,0
ENSMUSG00000021520,Uqcrb,5,28,9,188,173,0
ENSMUSG00000021532,Fastkd3,0,1,1,9,15,0
ENSMUSG00000021536,Adcy2,0,0,6,9,13,0
ENSMUSG00000021537,Cetn3,2,14,29,215,216,2
ENSMUSG00000021538,Il9,0,0,0,0,0,0
ENSMUSG00000021539,Lect2,0,0,0,0,0,0
ENSMUSG00000021540,Smad5,0,1,10,21,31,0
ENSMUSG00000021541,Trpc7,0,0,1,1,16,0
ENSMUSG00000021546,Hnrnpk,10,45,36,345,230,4
ENSMUSG00000021548,Ccnh,3,9,6,85,72,1
ENSMUSG00000021549,Rasa1,3,10,19,58,54,4
ENSMUSG00000021552,Gkap1,2,1,17,37,45,1
ENSMUSG00000021553,Slc28a3,0,0,0,0,0,0
ENSMUSG00000021555,Naa35,5,18,13,63,63,1
ENSMUSG00000021556,Golm1,4,14,15,74,51,7
ENSMUSG00000021557,Agtpbp1,9,34,68,328,299,9
ENSMUSG00000021559,Dapk1,1,5,6,13,31,0
ENSMUSG00000021565,Slc6a19,0,0,0,1,0,0
ENSMUSG00000021567,Nkd2,0,0,1,0,3,0
ENSMUSG00000021569,Trip13,0,0,1,1,0,0
ENSMUSG00000021572,Cep72,2,25,6,79,83,3
ENSMUSG00000021573,Tppp,5,16,22,88,98,0
ENSMUSG00000021575,Ahrr,0,0,1,0,4,0
ENSMUSG00000021576,Pdcd6,5,14,22,139,102,4
ENSMUSG00000021577,Sdha,42,174,104,1011,777,25
ENSMUSG00000021578,Ccdc127,4,6,5,58,44,3
ENSMUSG00000021579,Lrrc14b,0,0,0,0,0,0
ENSMUSG00000021583,Erap1,1,2,5,20,24,1
ENSMUSG00000021585,Cast,4,10,3,66,42,2
ENSMUSG00000021587,Pcsk1,6,8,6,28,25,9
ENSMUSG00000021589,Rhobtb3,1,22,12,93,73,2
ENSMUSG00000021590,Spata9,0,0,0,0,2,0
ENSMUSG00000021591,Glrx,7,18,7,190,171,3
ENSMUSG00000021592,Arsk,0,0,2,5,3,0
ENSMUSG00000021594,Srd5a1,0,3,3,10,10,1
ENSMUSG00000021595,Nsun2,8,17,13,89,75,3
ENSMUSG00000021596,Mctp1,0,2,28,38,35,1
ENSMUSG00000021597,Slf1,0,3,11,20,26,2
ENSMUSG00000021598,Med10,6,15,21,92,87,7
ENSMUSG00000021604,Irx4,0,0,0,0,0,0
ENSMUSG00000021606,Ndufs6,3,18,16,90,62,2
ENSMUSG00000021608,Lpcat1,1,8,17,50,48,3
ENSMUSG00000021609,Slc6a3,0,0,0,0,0,0
ENSMUSG00000021610,Clptm1l,9,37,24,232,200,3
ENSMUSG00000021611,Tert,0,1,1,4,7,0
ENSMUSG00000021612,Slc6a18,0,0,0,0,0,0
ENSMUSG00000021613,Hapln1,0,0,0,7,4,0
ENSMUSG00000021614,Vcan,0,2,11,13,26,0
ENSMUSG00000021615,Xrcc4,1,4,6,43,34,1
ENSMUSG00000021619,Atg10,0,5,4,28,24,1
ENSMUSG00000021620,Acot12,0,0,0,0,0,0
ENSMUSG00000021621,Zcchc9,0,2,2,16,15,0
ENSMUSG00000021622,Ckmt2,0,0,0,0,0,0
ENSMUSG00000021624,Cd180,0,1,0,0,0,0
ENSMUSG00000021629,Slc30a5,4,16,10,89,71,1
ENSMUSG00000021635,Rad17,0,3,3,18,25,1
ENSMUSG00000021636,Marveld2,0,0,2,3,2,1
ENSMUSG00000021638,Ocln,0,1,8,10,3,0
ENSMUSG00000021639,Gtf2h2,3,5,8,58,53,0
ENSMUSG00000021640,Naip1,0,0,1,0,0,0
ENSMUSG00000021643,Serf1,1,5,2,38,27,1
ENSMUSG00000021645,Smn1,0,2,4,14,13,0
ENSMUSG00000021646,Mccc2,3,10,20,65,82,2
ENSMUSG00000021647,Cartpt,0,0,0,0,1,0
ENSMUSG00000021650,Ptcd2,5,5,7,76,66,2
ENSMUSG00000021660,Btf3,2,10,21,138,114,4
ENSMUSG00000021661,Ankra2,2,2,24,42,49,0
ENSMUSG00000021662,Arhgef28,0,0,1,0,4,0
ENSMUSG00000021665,Hexb,1,3,7,37,43,1
ENSMUSG00000021666,Gfm2,2,20,17,100,74,4
ENSMUSG00000021668,Polk,0,1,1,5,4,0
ENSMUSG00000021670,Hmgcr,8,34,45,247,215,10
ENSMUSG00000021671,Poc5,2,4,14,48,38,0
ENSMUSG00000021675,F2rl2,0,0,0,0,0,0
ENSMUSG00000021676,Iqgap2,0,1,0,2,0,0
ENSMUSG00000021678,F2rl1,0,0,0,0,0,0
ENSMUSG00000021679,S100z,0,0,0,0,1,0
ENSMUSG00000021680,Crhbp,0,0,0,0,0,0
ENSMUSG00000021681,Aggf1,3,15,21,125,122,1
ENSMUSG00000021684,Pde8b,0,0,1,1,2,0
ENSMUSG00000021685,Otp,0,0,0,0,0,0
ENSMUSG00000021686,Ap3b1,7,9,26,105,81,6
ENSMUSG00000021687,Scamp1,25,44,43,289,202,16
ENSMUSG00000021690,Jmy,6,18,28,113,107,4
ENSMUSG00000021692,Dimt1,1,3,10,35,56,2
ENSMUSG00000021693,Kif2a,5,12,10,88,84,0
ENSMUSG00000021694,Ercc8,1,5,1,6,9,0
ENSMUSG00000021696,Elovl7,0,0,4,9,8,0
ENSMUSG00000021697,Depdc1b,0,0,0,1,3,1
ENSMUSG00000021699,Pde4d,1,9,17,131,127,1
ENSMUSG00000021700,Rab3c,4,25,42,197,152,6
ENSMUSG00000021701,Plk2,0,0,8,10,17,0
ENSMUSG00000021702,Thbs4,0,0,0,0,0,0
ENSMUSG00000021703,Serinc5,0,3,29,20,18,1
ENSMUSG00000021704,Mtx3,8,11,10,82,57,5
ENSMUSG00000021706,Zfyve16,0,5,11,22,22,0
ENSMUSG00000021707,Dhfr,0,0,3,7,5,0
ENSMUSG00000021708,Rasgrf2,0,0,0,0,2,0
ENSMUSG00000021709,Erbin,0,3,9,8,9,0
ENSMUSG00000021710,Nln,7,10,9,34,31,1
ENSMUSG00000021711,Trappc13,7,15,9,92,106,4
ENSMUSG00000021712,Trim23,3,8,12,59,63,3
ENSMUSG00000021713,Ppwd1,1,1,1,17,16,1
ENSMUSG00000021714,Cenpk,0,0,0,9,1,0
ENSMUSG00000021715,Cwc27,2,5,7,55,46,3
ENSMUSG00000021716,Srek1ip1,5,5,5,52,51,1
ENSMUSG00000021719,Rgs7bp,24,194,86,975,876,27
ENSMUSG00000021720,Rnf180,0,2,5,17,20,1
ENSMUSG00000021721,Htr1a,0,1,0,0,10,0
ENSMUSG00000021725,Parp8,0,1,5,20,27,2
ENSMUSG00000021728,Emb,6,40,24,218,120,15
ENSMUSG00000021730,Hcn1,12,43,38,294,240,11
ENSMUSG00000021732,Fgf10,0,0,0,7,22,0
ENSMUSG00000021733,Slc4a7,2,14,8,57,59,2
ENSMUSG00000021737,Psmd6,12,39,24,236,148,7
ENSMUSG00000021738,Atxn7,1,6,9,34,34,3
ENSMUSG00000021743,Fezf2,0,0,0,0,0,0
ENSMUSG00000021748,Pdhb,12,64,29,388,311,0
ENSMUSG00000021750,Fam107a,9,20,167,214,19,2
ENSMUSG00000021751,Acox2,0,0,0,0,0,0
ENSMUSG00000021752,Kctd6,1,7,7,99,95,3
ENSMUSG00000021754,Map3k1,1,2,28,34,68,1
ENSMUSG00000021756,Il6st,7,27,32,176,104,2
ENSMUSG00000021758,Ddx4,0,0,1,3,0,0
ENSMUSG00000021759,Plpp1,4,11,2,94,64,3
ENSMUSG00000021760,Gpx8,1,1,4,8,9,0
ENSMUSG00000021764,Ndufs4,14,43,18,285,263,9
ENSMUSG00000021765,Fst,0,0,0,0,0,0
ENSMUSG00000021767,Kat6b,3,12,34,84,89,1
ENSMUSG00000021770,Samd8,15,87,21,365,220,18
ENSMUSG00000021771,Vdac2,20,83,26,439,389,7
ENSMUSG00000021772,Nkiras1,30,73,32,443,344,10
ENSMUSG00000021773,Comtd1,3,17,15,68,114,2
ENSMUSG00000021774,Ube2e1,6,8,6,108,94,1
ENSMUSG00000021775,Nr1d2,1,18,21,116,99,4
ENSMUSG00000021779,Thrb,0,0,2,3,0,0
ENSMUSG00000021782,Dlg5,1,12,7,43,43,4
ENSMUSG00000021785,Ngly1,1,6,12,40,37,0
ENSMUSG00000021786,Oxsm,0,2,0,13,22,0
ENSMUSG00000021789,Sftpa1,0,0,0,0,0,0
ENSMUSG00000021790,Dydc1,0,0,0,0,0,0
ENSMUSG00000021791,Dydc2,0,0,0,0,1,0
ENSMUSG00000021792,Prxl2a,8,15,24,128,120,6
ENSMUSG00000021794,Glud1,13,30,57,260,194,1
ENSMUSG00000021795,Sftpd,0,0,0,0,0,0
ENSMUSG00000021796,Bmpr1a,3,8,11,64,39,0
ENSMUSG00000021798,Ldb3,0,0,0,2,1,0
ENSMUSG00000021799,Opn4,0,0,0,0,0,0
ENSMUSG00000021803,Cdhr1,0,0,0,1,0,0
ENSMUSG00000021804,Rgr,0,0,0,0,0,0
ENSMUSG00000021806,Nid2,0,0,0,0,4,0
ENSMUSG00000021807,Rtraf,2,3,7,58,45,0
ENSMUSG00000021809,Nudt13,0,3,4,32,30,2
ENSMUSG00000021810,Ecd,3,15,8,51,52,2
ENSMUSG00000021811,Dnajc9,4,11,18,102,93,0
ENSMUSG00000021814,Anxa7,7,33,11,201,163,7
ENSMUSG00000021815,Mss51,0,2,1,1,5,0
ENSMUSG00000021816,Ppp3cb,22,85,52,591,516,15
ENSMUSG00000021819,Zswim8,1,12,43,118,140,0
ENSMUSG00000021820,Camk2g,1,0,25,19,31,0
ENSMUSG00000021822,Plau,0,0,2,0,0,0
ENSMUSG00000021823,Vcl,0,0,15,8,16,0
ENSMUSG00000021824,Ap3m1,1,7,2,35,22,0
ENSMUSG00000021830,Txndc16,6,6,17,59,53,3
ENSMUSG00000021832,Psmc6,9,26,25,217,190,9
ENSMUSG00000021835,Bmp4,0,0,2,0,1,0
ENSMUSG00000021838,Samd4,1,10,6,65,46,0
ENSMUSG00000021840,Mapk1ip1l,4,17,19,64,49,0
ENSMUSG00000021843,Ktn1,33,90,50,535,326,31
ENSMUSG00000021846,Peli2,1,0,29,31,60,0
ENSMUSG00000021848,Otx2,0,0,10,4,7,0
ENSMUSG00000021850,ccdc198,0,0,0,0,0,0
ENSMUSG00000021852,Slc35f4,0,0,1,4,14,0
ENSMUSG00000021866,Anxa11,0,5,0,13,9,0
ENSMUSG00000021868,Ppif,1,8,4,89,107,1
ENSMUSG00000021870,Slmap,3,15,13,72,53,0
ENSMUSG00000021872,Rnase10,0,0,0,0,0,0
ENSMUSG00000021876,Rnase4,0,0,3,1,1,1
ENSMUSG00000021877,Arf4,9,29,27,150,144,5
ENSMUSG00000021879,Dnah12,0,0,0,0,0,0
ENSMUSG00000021880,Rnase6,0,0,0,0,0,0
ENSMUSG00000021884,Hacl1,1,0,3,8,4,0
ENSMUSG00000021886,Gpr65,0,0,0,0,0,0
ENSMUSG00000021890,Eaf1,2,5,12,53,59,1
ENSMUSG00000021891,Mettl6,2,7,4,14,23,2
ENSMUSG00000021892,Sh3bp5,5,8,56,105,89,6
ENSMUSG00000021893,Capn7,4,9,16,66,45,1
ENSMUSG00000021895,Arhgef3,0,0,10,16,21,0
ENSMUSG00000021898,Asb14,0,0,0,0,0,0
ENSMUSG00000021900,Btd,2,3,4,13,3,1
ENSMUSG00000021901,Bap1,5,8,33,89,131,3
ENSMUSG00000021902,Phf7,0,0,2,1,1,0
ENSMUSG00000021903,Galnt15,0,2,9,6,10,0
ENSMUSG00000021904,Sema3g,0,0,0,0,1,0
ENSMUSG00000021905,Dph3,1,3,9,32,45,3
ENSMUSG00000021906,Oxnad1,0,1,4,11,14,0
ENSMUSG00000021907,Msmb,0,0,0,0,0,0
ENSMUSG00000021910,Nisch,11,64,140,524,453,14
ENSMUSG00000021911,Parg,1,9,13,56,67,1
ENSMUSG00000021913,Ogdhl,7,21,30,153,119,8
ENSMUSG00000021916,Glt8d1,0,5,10,54,32,4
ENSMUSG00000021917,Spcs1,29,53,31,313,244,5
ENSMUSG00000021918,Nek4,1,1,5,28,19,1
ENSMUSG00000021919,Chat,0,0,0,0,0,0
ENSMUSG00000021922,Itih4,0,0,0,0,0,0
ENSMUSG00000021928,Ebpl,0,7,13,47,22,3
ENSMUSG00000021929,Kpna3,3,15,11,92,61,2
ENSMUSG00000021930,Spryd7,3,9,7,139,116,2
ENSMUSG00000021932,Rnaseh2b,0,2,4,21,24,0
ENSMUSG00000021933,Gucy1b2,0,0,0,0,0,0
ENSMUSG00000021936,Mapk8,5,11,13,78,86,1
ENSMUSG00000021938,Pspc1,8,23,24,173,166,8
ENSMUSG00000021939,Ctsb,120,260,106,1623,1132,65
ENSMUSG00000021940,Ptpn20,0,0,0,0,0,0
ENSMUSG00000021943,Gdf10,1,4,103,241,16,1
ENSMUSG00000021944,Gata4,0,0,0,0,0,0
ENSMUSG00000021945,Zmym2,7,10,13,103,68,2
ENSMUSG00000021947,Cryl1,3,3,5,35,31,0
ENSMUSG00000021948,Prkcd,15,2,24,277,350,0
ENSMUSG00000021950,Anxa8,0,0,0,0,0,0
ENSMUSG00000021951,Eef1akmt1,13,37,18,257,126,7
ENSMUSG00000021952,Xpo4,1,2,4,25,24,1
ENSMUSG00000021953,Tdh,0,0,0,0,1,0
ENSMUSG00000021957,Tkt,5,7,32,155,171,5
ENSMUSG00000021958,Pinx1,0,5,6,10,20,0
ENSMUSG00000021959,Lats2,2,14,14,98,70,2
ENSMUSG00000021962,Dcp1a,0,3,5,28,34,3
ENSMUSG00000021965,Ska3,0,0,0,0,0,0
ENSMUSG00000021966,Prss52,0,0,0,0,0,0
ENSMUSG00000021969,Zdhhc20,1,3,8,32,26,0
ENSMUSG00000021972,Hmbox1,0,3,8,17,32,1
ENSMUSG00000021973,Micu2,0,6,12,44,31,4
ENSMUSG00000021974,Fgf9,1,7,12,72,50,2
ENSMUSG00000021975,Ints9,2,2,4,8,13,2
ENSMUSG00000021978,Extl3,4,7,25,107,110,3
ENSMUSG00000021981,Cab39l,0,2,2,6,10,0
ENSMUSG00000021982,Cdadc1,3,4,15,48,36,2
ENSMUSG00000021983,Atp8a2,2,14,7,103,95,7
ENSMUSG00000021986,Amer2,0,4,50,49,45,3
ENSMUSG00000021987,Mtmr6,7,17,32,141,121,2
ENSMUSG00000021990,Spata13,0,0,7,4,13,0
ENSMUSG00000021991,Cacna2d3,0,4,36,37,40,2
ENSMUSG00000021993,Mipep,2,13,11,74,52,1
ENSMUSG00000021994,Wnt5a,0,0,5,14,7,2
ENSMUSG00000021997,Lrrc63,0,0,0,0,0,0
ENSMUSG00000021998,Lcp1,0,3,2,29,21,0
ENSMUSG00000021999,Cpb2,0,0,0,0,0,0
ENSMUSG00000022000,Zc3h13,0,9,14,69,68,0
ENSMUSG00000022002,Erich6b,0,0,0,0,0,0
ENSMUSG00000022003,Slc25a30,0,1,6,10,15,0
ENSMUSG00000022008,Gpalpp1,4,10,13,70,73,4
ENSMUSG00000022009,Nufip1,0,7,2,21,17,2
ENSMUSG00000022010,Tsc22d1,14,111,143,736,584,28
ENSMUSG00000022012,Enox1,1,10,10,34,53,0
ENSMUSG00000022013,Dnajc15,9,33,14,214,213,1
ENSMUSG00000022014,Epsti1,0,0,0,0,2,0
ENSMUSG00000022015,Tnfsf11,0,0,0,0,0,0
ENSMUSG00000022016,Akap11,3,23,32,164,107,2
ENSMUSG00000022018,Rgcc,0,0,7,5,6,0
ENSMUSG00000022019,Tdrd3,5,7,17,76,89,5
ENSMUSG00000022020,Naa16,0,3,12,29,31,1
ENSMUSG00000022021,Diaph3,0,2,2,1,1,0
ENSMUSG00000022022,Mtrf1,0,0,2,8,14,0
ENSMUSG00000022023,Wbp4,4,4,24,105,117,3
ENSMUSG00000022024,Sugt1,3,19,20,155,92,5
ENSMUSG00000022025,Cnmd,0,0,2,0,0,0
ENSMUSG00000022026,Olfm4,0,0,0,2,0,0
ENSMUSG00000022031,Elp3,5,23,31,102,98,5
ENSMUSG00000022032,Scara5,0,0,0,0,0,0
ENSMUSG00000022033,Pbk,0,0,2,1,2,0
ENSMUSG00000022034,Esco2,0,0,0,0,3,0
ENSMUSG00000022035,Ccdc25,8,18,7,121,124,5
ENSMUSG00000022037,Clu,7,4,56,135,108,1
ENSMUSG00000022039,Adam2,0,0,0,0,0,0
ENSMUSG00000022040,Ephx2,2,1,7,29,15,0
ENSMUSG00000022041,Chrna2,0,0,0,0,0,0
ENSMUSG00000022043,Trim35,39,219,95,944,785,30
ENSMUSG00000022044,Stmn4,54,218,79,1111,546,52
ENSMUSG00000022048,Dpysl2,41,155,129,717,658,19
ENSMUSG00000022051,Bnip3l,1,3,2,11,14,0
ENSMUSG00000022052,Ppp2r2a,2,9,10,77,79,7
ENSMUSG00000022053,Ebf2,7,37,9,142,87,6
ENSMUSG00000022054,Nefm,22,221,54,1039,749,27
ENSMUSG00000022055,Nefl,31,261,104,1422,1445,20
ENSMUSG00000022056,Adam7,0,0,0,0,0,0
ENSMUSG00000022057,Adamdec1,0,0,0,0,0,0
