gene_id,gene,dta1,dta2,dta3,dta4,dta5,dta6,dta7,dta8,dta9,dta10,dta11,dta12,dta13,dta14,dta15,dta16,dta17,dta18,dta19,dta20,dta21,dta22,dta23,dta24,dta25,dta26,dta27,dta28,dta29,dta30,dta31,dta32,dta33,dta34,dta35,dta36,dta37,dta38,dta39,dta40,dta41,dta42,dta43,dta44,dta45,dta46,,dta1,dta2,dta3
ENSMUSG00000033854,Kcnk10,3,0,1,0,0,0,8,0,0,1,0,0,0,2,3,1,0,0,0,6,4,0,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,,4,1,0
ENSMUSG00000033855,Ston1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000033857,Engase,1,2,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,2,5,4,0,0,0,0,1,1,0,2,3,0,0,1,0,0,,3,1,1
ENSMUSG00000033860,Fgg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000033862,Cdk10,2,2,1,0,0,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,6,0,2,0,2,0,8,4,7,0,0,0,3,2,4,1,7,5,0,0,0,0,0,,5,5,0
ENSMUSG00000033863,Klf9,4,11,1,5,0,5,5,3,8,2,5,3,1,2,7,1,1,1,2,20,8,11,13,33,0,1,7,7,9,10,16,19,0,4,3,8,11,12,8,21,67,3,0,1,1,3,,16,20,1
ENSMUSG00000033871,Ppargc1b,6,5,4,1,0,1,2,0,4,0,4,4,0,1,2,1,0,2,2,2,1,2,4,4,1,0,8,5,5,5,3,4,0,6,0,4,4,6,9,5,23,0,0,2,2,1,,15,15,2
ENSMUSG00000033880,Lgals3bp,0,1,2,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,3,0,0
ENSMUSG00000033882,Rbm46,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0
ENSMUSG00000033883,Zfp267,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,5,1,0,1,0,1,1,0,2,3,0,1,6,0,0,0,0,0,,0,3,0
ENSMUSG00000033885,Pxk,2,5,5,2,0,4,0,0,7,0,2,7,1,1,2,0,0,0,0,5,0,3,6,7,0,0,2,1,3,7,5,3,2,4,1,2,4,4,3,6,40,0,0,2,1,1,,12,7,2
ENSMUSG00000033898,Cfhr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000033900,Map9,2,7,9,4,0,6,3,0,8,0,2,4,1,0,1,0,0,1,1,1,0,1,7,5,0,1,5,3,7,5,10,9,0,1,1,4,12,17,4,15,9,1,1,1,0,1,,18,21,2
ENSMUSG00000033902,Mapkbp1,0,1,1,1,0,3,1,1,1,1,2,0,2,0,0,1,1,1,1,2,1,2,2,5,0,0,2,0,3,4,4,1,1,6,0,5,4,5,2,1,13,2,1,1,0,0,,2,7,2
ENSMUSG00000033904,Ccp110,0,2,1,2,0,3,1,0,5,1,1,0,0,2,2,0,0,0,0,1,0,4,3,4,0,0,6,0,3,4,2,1,1,3,0,0,6,1,1,6,17,0,0,2,1,0,,3,2,2
ENSMUSG00000033906,Zdhhc15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,1,0,0
ENSMUSG00000033909,Usp36,1,3,2,1,0,3,1,1,6,0,1,2,0,1,2,0,0,2,0,4,1,1,1,7,0,0,1,1,0,2,4,6,3,5,0,0,3,5,2,5,26,1,1,0,1,1,,6,7,1
ENSMUSG00000033910,Gucy1a1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,17,0,0,2,0,0,4,0,0,0,2,0,2,0,1,0,3,42,0,0,0,0,0,,4,1,0
ENSMUSG00000033916,Chmp2a,1,3,3,3,0,5,2,0,5,0,3,5,0,1,0,0,0,0,2,2,0,5,2,7,1,0,5,2,5,7,9,3,1,1,1,6,5,12,3,12,11,1,0,0,0,0,,7,15,0
ENSMUSG00000033917,Gde1,14,63,34,58,6,33,21,1,69,4,50,54,11,7,7,6,4,3,9,2,7,42,59,107,4,4,55,47,53,59,76,74,8,32,9,48,66,68,28,108,111,4,8,5,3,5,,111,96,13
ENSMUSG00000033918,Parl,1,3,2,3,0,3,1,0,2,0,0,6,0,0,0,0,0,0,2,0,0,5,0,4,2,0,1,3,6,2,9,6,1,4,0,2,4,7,2,8,11,0,1,0,0,0,,6,9,1
ENSMUSG00000033931,Rbm34,1,4,2,3,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0,3,0,2,1,5,0,0,0,3,4,6,1,6,0,2,2,1,0,6,1,5,2,0,0,0,0,0,,7,7,0
ENSMUSG00000033933,Vhl,3,8,4,3,0,7,2,0,8,0,5,7,2,1,1,0,0,2,1,2,3,6,5,9,0,0,6,2,5,8,5,10,0,4,0,5,7,9,2,10,7,2,1,1,0,0,,15,11,2
ENSMUSG00000033938,Ndufb7,13,25,21,17,0,18,6,4,35,5,9,12,1,6,4,1,2,0,5,6,5,35,25,36,4,2,15,20,23,34,29,36,1,4,5,11,31,56,12,98,48,2,1,1,0,2,,59,68,2
ENSMUSG00000033940,Brk1,7,17,15,21,1,22,5,1,29,4,15,19,2,2,1,1,2,1,6,3,5,13,20,37,1,0,11,20,39,22,29,39,4,5,2,11,24,42,12,43,64,3,0,1,1,4,,39,54,1
ENSMUSG00000033943,Mga,1,1,3,3,0,2,1,0,3,1,1,2,0,0,1,1,0,1,1,5,0,0,2,12,0,0,0,1,5,6,3,5,2,0,0,3,2,2,0,2,19,0,0,3,0,0,,5,2,3
ENSMUSG00000033948,Zswim5,1,5,3,4,0,4,0,0,6,0,5,3,2,2,2,1,0,3,0,1,0,2,5,6,0,0,5,5,5,6,1,4,3,1,2,1,4,11,3,6,9,1,1,2,1,0,,9,14,3
ENSMUSG00000033949,Trim36,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,6,2,0,0,0,3,2,2,1,0,0,0,0,0,0,1,,2,3,0
ENSMUSG00000033952,Aspm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0
ENSMUSG00000033953,Ppp3r1,23,62,26,37,2,32,11,3,75,9,28,34,7,6,6,2,2,5,6,9,13,53,62,68,4,3,36,52,54,66,55,49,13,16,4,16,41,51,19,96,83,10,1,5,6,6,,111,70,6
ENSMUSG00000033955,Tnks1bp1,1,4,3,1,0,0,0,0,2,0,1,2,0,2,1,0,0,1,0,0,0,3,0,8,0,0,1,0,3,0,2,7,3,2,0,1,2,3,1,4,13,0,0,1,0,0,,8,4,1
ENSMUSG00000033960,Jcad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,,0,3,0
ENSMUSG00000033961,Zfp446,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,2,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,1,4,0,2,2,0,0,,2,3,4
ENSMUSG00000033963,Fancd2os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000033964,Zbtb41,1,1,2,1,0,1,0,0,2,0,4,1,0,0,1,0,0,1,0,0,1,2,1,4,0,0,3,1,4,1,4,5,0,1,0,3,4,5,3,5,10,0,0,1,0,0,,4,8,1
ENSMUSG00000033965,Slc16a2,2,0,1,1,0,3,3,0,5,0,3,2,1,0,0,0,1,1,0,0,0,3,3,7,0,0,2,2,1,6,13,5,1,14,1,9,6,3,3,12,7,2,1,0,0,0,,3,6,1
ENSMUSG00000033966,Cdkl4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000033967,Rnf225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,,1,0,0
ENSMUSG00000033970,Rfc3,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,3,1,0,0,0,0,1,3,0,5,1,0,0,0,0,0,,2,3,0
ENSMUSG00000033972,Zfp944,1,3,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,2,1,1,0,0,0,0,,7,3,0
ENSMUSG00000033981,Gria2,43,82,81,82,5,49,24,7,88,4,56,59,24,26,28,13,8,29,41,17,7,61,104,170,3,7,89,48,82,78,130,111,58,61,8,75,126,108,61,136,242,11,8,49,4,8,,206,169,57
ENSMUSG00000033983,Coil,3,3,3,1,0,2,1,0,5,1,2,1,2,0,0,1,0,1,0,1,0,3,3,5,0,0,3,1,4,2,5,5,0,1,0,0,2,4,4,9,16,1,0,0,2,1,,9,8,0
ENSMUSG00000033985,Tesk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000033987,Dnah17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000033998,Kcnk1,8,32,17,16,2,16,6,3,27,0,15,16,10,10,14,1,0,2,1,17,7,17,38,48,1,4,16,14,23,28,18,33,6,12,3,16,27,28,14,51,105,4,3,3,3,5,,57,42,6
ENSMUSG00000034000,Neu4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000034007,Scaper,3,10,4,11,0,3,2,0,6,1,3,4,4,1,1,0,0,3,1,1,2,5,6,12,0,0,4,1,3,4,10,8,2,1,0,3,5,11,4,13,16,3,0,0,0,0,,17,15,0
ENSMUSG00000034009,Rxfp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034021,Pds5b,0,3,1,6,0,3,5,0,3,0,3,3,1,3,3,1,0,1,1,1,1,7,5,7,0,0,5,1,3,2,7,8,1,2,1,6,6,3,4,10,25,2,0,0,1,1,,4,7,0
ENSMUSG00000034022,Cpsf1,0,6,2,3,0,5,0,0,5,0,1,3,0,3,2,0,2,0,1,1,0,3,1,8,0,1,3,2,5,10,11,8,0,1,1,2,6,3,4,12,22,1,1,4,0,0,,8,7,5
ENSMUSG00000034023,Fancd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034024,Cct2,4,9,2,6,1,7,1,1,12,1,4,6,1,2,1,0,0,1,1,2,2,7,11,15,0,0,6,1,16,12,17,13,0,6,1,7,7,11,5,21,27,0,1,1,0,1,,15,16,2
ENSMUSG00000034028,Cd226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034031,Ccdc182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034032,Rpap1,2,3,2,2,0,1,1,1,2,0,2,1,1,0,0,2,0,1,0,2,0,5,3,3,0,0,1,2,2,2,4,3,3,1,0,1,3,7,1,4,12,1,1,0,0,0,,7,8,1
ENSMUSG00000034035,Ccdc17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
ENSMUSG00000034037,Fgd5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0
ENSMUSG00000034039,Prss29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034040,Galnt17,0,5,2,3,0,1,5,2,1,1,2,6,0,0,2,0,0,1,0,2,0,1,1,11,0,2,3,4,1,2,0,0,1,0,0,2,0,9,1,2,19,1,0,1,0,0,,7,10,1
ENSMUSG00000034041,Lyl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034042,Gpbp1l1,1,4,3,4,0,1,0,0,2,1,1,3,0,0,0,0,0,0,0,1,2,3,1,5,1,0,2,1,2,1,2,1,0,4,0,0,2,1,1,7,9,0,0,0,0,0,,8,2,0
ENSMUSG00000034055,Phka1,0,3,1,4,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,3,0,3,0,0,1,0,1,1,0,0,0,1,0,0,2,1,0,0,4,0,0,3,0,0,,4,1,3
ENSMUSG00000034057,Myrfl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034059,Ypel4,0,0,1,0,0,1,2,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0,0,1,0,1,,1,0,1
ENSMUSG00000034064,Poglut1,2,3,2,3,1,1,1,0,3,0,0,1,0,2,0,0,0,0,1,0,0,1,4,1,0,0,0,1,0,4,5,5,0,1,1,1,1,3,0,0,7,0,0,0,0,0,,7,3,0
ENSMUSG00000034066,Farp2,0,3,3,3,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,3,0,2,0,0,0,0,2,3,0,5,6,0,1,1,0,0,,6,3,2
ENSMUSG00000034071,Zfp551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,,0,1,0
ENSMUSG00000034075,Zdhhc5,6,15,6,13,0,10,5,2,30,1,10,10,3,5,1,1,0,1,2,2,0,8,6,39,0,3,7,7,15,9,13,11,7,9,1,2,10,19,6,13,28,2,0,2,0,3,,27,25,2
ENSMUSG00000034083,Ccdc174,3,1,2,2,0,7,3,0,1,1,4,5,1,3,1,0,0,2,2,0,2,3,7,16,1,0,1,1,8,6,10,5,4,6,1,2,4,10,4,11,15,0,0,3,0,1,,6,14,3
ENSMUSG00000034087,Nlrp4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034088,Hdlbp,12,31,18,29,3,23,6,1,30,1,11,23,9,4,4,1,2,4,9,4,1,16,25,28,1,2,21,18,24,20,27,37,4,9,1,8,17,35,17,52,57,2,2,4,1,5,,61,52,6
ENSMUSG00000034098,Fstl5,2,1,1,0,0,0,1,0,3,0,2,0,1,0,0,1,0,0,0,2,1,3,0,3,1,0,3,0,1,4,17,7,1,5,0,5,2,0,0,6,6,0,0,0,0,0,,4,0,0
ENSMUSG00000034101,Ctnnd1,4,3,6,6,0,5,3,1,2,0,1,4,1,3,0,0,0,0,2,4,0,2,0,10,1,0,5,5,3,6,7,5,2,6,0,4,3,8,1,14,13,0,0,2,1,0,,13,9,2
ENSMUSG00000034105,Meak7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,0,0,2,4,0,0,4,3,0,0,0,0,0,,1,0,0
ENSMUSG00000034107,Ano7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034108,Ccs,1,3,3,4,0,3,0,0,3,0,3,6,0,0,1,0,0,0,0,1,2,7,3,7,0,1,4,2,8,4,5,10,1,0,0,0,2,10,0,9,11,2,0,0,0,0,,7,10,0
ENSMUSG00000034109,Golim4,5,13,9,10,0,7,4,1,17,1,8,7,4,4,1,1,1,1,5,1,0,5,4,17,0,1,9,4,11,12,6,17,2,5,2,10,10,11,4,32,27,1,1,1,0,0,,27,15,2
ENSMUSG00000034110,Kctd7,2,0,0,1,0,0,0,0,2,1,2,1,0,1,0,1,0,0,0,0,0,0,2,4,0,0,1,4,2,0,1,1,0,1,0,0,3,0,0,0,5,0,1,3,0,0,,2,0,4
ENSMUSG00000034111,Tmed8,9,18,7,15,1,17,5,3,11,2,9,4,2,2,1,1,1,1,4,0,0,9,9,20,2,0,14,13,21,19,19,30,3,6,1,9,12,32,9,36,39,4,2,4,2,5,,34,41,6
ENSMUSG00000034112,Atp2c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034115,Scn11a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034116,Vav1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034117,Ptgdr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034118,Tpst1,2,8,4,2,0,3,4,0,0,0,2,3,0,3,2,0,0,0,1,5,1,1,3,10,0,0,3,3,0,1,5,3,2,0,2,3,5,3,3,4,30,0,1,0,0,0,,14,6,1
ENSMUSG00000034120,Srsf2,7,11,6,3,0,2,0,0,12,0,2,2,1,2,4,0,0,6,0,6,2,4,9,12,2,0,3,3,4,11,14,11,6,7,2,5,9,8,6,16,39,2,0,1,1,0,,24,14,1
ENSMUSG00000034121,Mks1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,2,3,0,0,0,0,0,,0,0,0
ENSMUSG00000034126,Pomt2,1,3,4,4,0,3,6,1,3,0,9,7,0,1,0,0,0,4,0,1,0,3,5,7,0,0,5,5,8,7,3,4,2,0,4,1,6,4,1,3,9,0,2,5,0,0,,8,5,7
ENSMUSG00000034127,Tspan8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034135,Sik3,1,4,5,4,0,2,2,0,9,2,5,6,1,3,1,2,1,3,0,1,2,5,5,10,0,1,5,6,2,9,12,8,2,1,0,2,7,8,2,8,18,0,1,0,0,0,,10,10,1
ENSMUSG00000034139,Serpini2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034145,Tmem63c,1,10,7,8,0,8,1,0,1,1,3,8,1,1,5,1,0,1,3,6,4,2,4,16,1,0,5,4,5,3,11,3,3,4,0,3,5,8,9,6,45,0,2,3,0,0,,18,17,5
ENSMUSG00000034151,Zbbx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034152,Exoc3,3,3,5,6,1,5,5,2,18,2,2,5,6,2,0,1,0,1,0,4,2,12,10,9,1,0,9,5,6,23,15,10,1,3,0,5,10,12,3,23,20,1,2,1,0,1,,11,15,3
ENSMUSG00000034154,Ino80,3,2,2,1,0,0,2,0,2,0,0,2,0,2,2,0,0,0,0,0,0,2,1,4,0,0,3,2,1,1,1,1,2,1,0,2,3,3,5,4,7,0,0,2,0,0,,7,8,2
ENSMUSG00000034156,Tspoap1,9,13,26,27,0,15,10,0,12,2,15,14,1,17,20,2,1,15,22,4,2,20,31,40,2,0,18,14,20,25,52,52,36,30,0,25,63,31,31,56,104,0,0,28,0,0,,48,62,28
ENSMUSG00000034157,Cipc,1,3,4,3,0,2,2,0,7,0,2,3,0,3,4,0,0,2,2,5,3,2,3,7,0,0,3,1,2,2,5,6,0,1,0,1,2,10,0,6,17,0,0,2,0,1,,8,10,2
ENSMUSG00000034158,Lrrc58,2,3,0,3,0,2,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,1,6,0,0,0,1,2,1,3,2,1,0,0,3,2,3,0,2,6,0,1,2,0,0,,5,3,3
ENSMUSG00000034159,Mab21l4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034160,Ogt,9,7,19,12,0,4,4,0,11,2,8,9,0,6,13,3,0,9,13,8,1,3,7,29,2,1,4,9,15,11,23,22,20,12,0,5,10,14,6,26,82,0,0,16,1,1,,35,20,16
ENSMUSG00000034161,Scx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034163,Zfc3h1,2,6,7,5,0,5,4,0,6,0,6,5,0,1,3,0,0,0,5,4,0,4,6,7,0,1,4,2,4,4,2,3,2,1,0,2,3,5,3,14,18,0,0,2,0,0,,15,8,2
ENSMUSG00000034164,Emid1,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,4,15,0,1,11,0,0,0,0,4,1,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,,1,1,0
ENSMUSG00000034165,Ccnd3,1,1,4,0,0,3,1,0,2,1,1,2,0,0,0,0,0,1,0,1,2,2,1,6,0,0,1,0,5,0,1,0,1,1,0,0,2,3,0,3,5,1,0,0,0,0,,6,3,0
ENSMUSG00000034168,Irf2bpl,1,4,13,6,0,2,1,0,10,0,7,7,3,1,2,0,1,0,2,7,2,1,6,18,0,0,1,5,7,3,6,12,0,4,0,6,8,10,5,9,23,0,1,0,0,0,,18,15,1
ENSMUSG00000034171,Faah,5,6,4,7,2,4,0,2,10,1,5,11,1,0,1,2,1,2,1,2,0,8,9,8,0,0,8,7,7,13,9,12,6,7,0,3,10,8,6,11,18,1,0,4,0,1,,15,14,4
ENSMUSG00000034173,Zbed5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,0,0
ENSMUSG00000034175,Rhbdd3,0,4,1,2,0,2,1,0,3,0,2,2,0,1,0,0,0,0,1,1,2,1,2,3,0,0,2,1,4,4,5,8,0,6,2,5,2,6,2,6,6,0,0,0,1,2,,5,8,0
ENSMUSG00000034177,Rnf43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
ENSMUSG00000034187,Nsf,14,23,13,26,2,19,8,2,23,2,18,19,4,3,5,2,2,3,4,6,4,29,26,50,0,1,18,20,27,25,26,39,4,6,0,16,25,39,18,61,98,2,2,5,0,4,,50,57,7
ENSMUSG00000034189,Hsdl1,2,9,2,5,0,4,3,0,1,1,3,2,0,0,0,0,1,0,0,1,0,4,1,7,0,0,4,4,3,4,6,2,0,0,0,2,2,8,2,3,8,0,1,1,0,0,,13,10,2
ENSMUSG00000034190,Chmp7,10,9,10,4,0,5,0,1,18,0,6,8,2,0,1,0,0,1,1,4,3,9,20,18,2,1,8,9,14,9,18,12,1,7,1,1,15,16,10,26,22,3,3,3,0,2,,29,26,6
ENSMUSG00000034192,Lsm3,3,8,3,4,0,5,3,2,12,0,7,7,0,0,0,1,0,1,0,2,1,6,6,12,0,0,4,3,7,6,3,4,1,6,0,5,8,3,2,8,11,4,0,0,0,2,,14,5,0
ENSMUSG00000034194,R3hcc1,4,5,1,1,0,2,0,0,4,0,2,0,0,0,1,0,0,0,2,1,2,2,1,4,0,2,2,4,2,4,3,9,2,2,0,3,4,16,0,8,22,2,0,0,0,1,,10,16,0
ENSMUSG00000034201,Gas2l1,0,1,2,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,2,2,6,1,0,0,3,1,5,3,4,1,0,0,3,5,6,2,13,7,1,0,2,0,0,,3,8,2
ENSMUSG00000034203,Chchd4,2,9,3,2,0,3,0,1,4,0,3,2,1,0,0,0,0,0,4,0,0,2,2,6,2,0,2,5,3,13,9,12,0,1,0,3,2,8,3,12,8,0,0,1,0,1,,14,11,1
ENSMUSG00000034205,Loxl2,0,0,0,1,0,1,1,0,1,0,0,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,,0,0,0
ENSMUSG00000034206,Polq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,0,0,0
