gene_id,gene,ctl1,ctl2,ctl3,ctl4,ctl5,ctl6,ctl7
ENSMUSG00000038092,Hsd3b5,0,0,0,0,0,0,0
ENSMUSG00000038094,Atp13a4,0,0,0,0,0,0,13
ENSMUSG00000038095,Sbno1,0,2,1,8,1,1,16
ENSMUSG00000038102,Trappc11,1,2,1,15,7,0,16
ENSMUSG00000038112,AW551984,0,0,0,0,0,0,0
ENSMUSG00000038115,Ano2,0,0,0,0,0,0,0
ENSMUSG00000038116,Phf20,1,1,1,8,2,0,17
ENSMUSG00000038119,Cdon,0,2,0,1,4,2,7
ENSMUSG00000038121,Fam210a,2,5,0,19,1,0,7
ENSMUSG00000038122,Tbc1d32,0,0,0,3,1,1,3
ENSMUSG00000038126,Mphosph9,0,0,0,2,2,1,9
ENSMUSG00000038127,Ccdc50,1,11,3,40,8,7,18
ENSMUSG00000038128,Camk4,0,12,3,12,2,0,158
ENSMUSG00000038132,Rbm24,0,0,0,1,0,0,1
ENSMUSG00000038135,Crygn,0,0,0,0,0,0,0
ENSMUSG00000038141,Tmem181a,8,11,4,46,8,6,54
ENSMUSG00000038143,Stox2,0,0,0,8,0,1,15
ENSMUSG00000038145,Snrk,0,2,1,3,1,2,44
ENSMUSG00000038146,Notch3,0,0,0,2,0,0,6
ENSMUSG00000038147,Cd84,0,0,0,0,0,0,1
ENSMUSG00000038148,Cldn16,0,0,0,0,0,0,0
ENSMUSG00000038150,Ormdl3,1,7,2,25,3,1,18
ENSMUSG00000038151,Prdm1,0,0,0,0,0,0,0
ENSMUSG00000038155,Gstp2,0,0,0,0,0,0,0
ENSMUSG00000038156,Spon1,0,0,0,0,0,0,41
ENSMUSG00000038160,Atg5,0,2,0,6,0,0,7
ENSMUSG00000038167,Plekhg6,0,0,0,0,0,0,0
ENSMUSG00000038168,P3h2,0,0,0,0,0,0,0
ENSMUSG00000038170,Pde4dip,2,12,0,41,5,5,50
ENSMUSG00000038172,Ttc39b,1,3,1,16,1,0,1
ENSMUSG00000038173,Enpp6,0,0,0,0,0,0,7
ENSMUSG00000038175,Mylip,0,0,0,2,0,0,2
ENSMUSG00000038178,Slc43a2,0,0,1,10,3,0,51
ENSMUSG00000038179,Slamf7,0,0,0,0,0,0,0
ENSMUSG00000038180,Spag4,0,0,0,0,0,1,2
ENSMUSG00000038181,Chpf2,1,6,0,29,4,2,20
ENSMUSG00000038187,Btbd10,1,8,2,54,4,0,16
ENSMUSG00000038188,Scarf1,0,0,0,0,0,0,1
ENSMUSG00000038192,Cer1,0,0,0,0,0,0,0
ENSMUSG00000038193,Hand2,0,0,0,0,0,0,0
ENSMUSG00000038195,Rilp,0,0,0,0,0,0,8
ENSMUSG00000038199,Iqca1l,0,0,0,0,0,0,0
ENSMUSG00000038201,Kcna7,0,0,0,0,0,0,0
ENSMUSG00000038203,Hoxa13,0,0,0,0,0,0,0
ENSMUSG00000038204,Asb10,0,0,0,0,0,0,0
ENSMUSG00000038205,Prkab2,1,2,0,23,3,6,6
ENSMUSG00000038206,Fbxo8,1,2,0,8,3,0,13
ENSMUSG00000038208,Pgap3,3,4,1,11,0,1,9
ENSMUSG00000038209,Itln1,0,0,0,0,0,0,0
ENSMUSG00000038210,Hoxa11,0,0,0,0,0,0,0
ENSMUSG00000038212,Mfsd14b,3,3,1,15,3,0,10
ENSMUSG00000038213,Tapbpl,0,0,0,0,0,0,0
ENSMUSG00000038214,Bend3,0,0,0,3,0,0,4
ENSMUSG00000038215,Cep44,0,0,0,3,2,1,4
ENSMUSG00000038216,Pnmt,0,0,0,0,0,0,0
ENSMUSG00000038217,Tlcd2,0,0,0,0,0,0,0
ENSMUSG00000038224,Serpinf2,0,0,0,0,0,0,0
ENSMUSG00000038225,Primpol,0,0,0,0,0,0,0
ENSMUSG00000038227,Hoxa9,0,0,0,0,0,0,0
ENSMUSG00000038233,Gask1a,0,0,0,0,0,0,0
ENSMUSG00000038235,F11r,0,0,0,2,4,0,3
ENSMUSG00000038236,Hoxa7,0,0,0,0,0,0,0
ENSMUSG00000038239,Hrc,0,0,0,0,0,0,0
ENSMUSG00000038240,Pdss2,0,0,0,4,0,0,2
ENSMUSG00000038241,Cep250,0,0,2,0,1,0,17
ENSMUSG00000038242,Aox4,0,0,0,0,0,0,0
ENSMUSG00000038244,Mical2,1,1,0,9,4,0,37
ENSMUSG00000038246,Fam50b,0,0,0,0,0,0,0
ENSMUSG00000038248,Sobp,0,2,0,5,2,1,29
ENSMUSG00000038250,Usp38,0,0,0,1,0,1,5
ENSMUSG00000038252,Ncapd2,0,1,0,7,0,1,16
ENSMUSG00000038253,Hoxa5,0,0,0,0,0,0,0
ENSMUSG00000038255,Neurod2,0,0,0,10,1,0,130
ENSMUSG00000038256,Bcl9,0,0,0,3,0,1,17
ENSMUSG00000038257,Glra3,0,2,0,0,0,0,0
ENSMUSG00000038259,Gdf5,0,0,0,0,0,0,0
ENSMUSG00000038260,Trpm4,0,0,0,0,0,0,2
ENSMUSG00000038264,Sema7a,5,15,16,427,2,5,59
ENSMUSG00000038267,Slc22a23,0,4,1,19,0,1,12
ENSMUSG00000038268,Ovca2,0,0,0,1,0,0,0
ENSMUSG00000038271,Iffo1,0,0,1,28,2,2,41
ENSMUSG00000038274,Fau,1,2,0,21,1,1,36
ENSMUSG00000038276,Asic3,0,0,0,0,0,0,0
ENSMUSG00000038279,Nop2,0,2,0,6,1,1,9
ENSMUSG00000038280,Ostm1,2,15,0,16,0,0,10
ENSMUSG00000038286,Bphl,0,4,1,38,1,1,10
ENSMUSG00000038290,Smg6,1,2,1,3,2,0,14
ENSMUSG00000038291,Snx25,0,3,1,4,0,1,8
ENSMUSG00000038295,Atg9b,0,0,0,0,0,0,0
ENSMUSG00000038296,Galnt18,0,0,0,0,0,0,7
ENSMUSG00000038298,Pdzk1,0,0,0,0,0,0,1
ENSMUSG00000038299,Wdr36,0,0,0,7,0,1,6
ENSMUSG00000038300,Pth2,0,0,0,0,0,0,0
ENSMUSG00000038301,Snx10,1,8,0,17,0,1,11
ENSMUSG00000038302,Afg1l,1,0,0,1,2,0,3
ENSMUSG00000038304,Cd160,0,0,0,0,0,0,0
ENSMUSG00000038305,Spats2l,0,0,0,10,0,0,2
ENSMUSG00000038312,Edem2,0,1,0,5,2,1,9
ENSMUSG00000038319,Kcnh2,2,5,0,17,1,0,7
ENSMUSG00000038324,Trpc4ap,2,10,0,38,2,1,45
ENSMUSG00000038327,Serpinb9f,0,0,0,0,0,0,0
ENSMUSG00000038331,Satb2,0,0,0,0,0,0,0
ENSMUSG00000038332,Sesn1,0,0,1,1,1,0,19
ENSMUSG00000038335,Tsr1,1,1,1,9,0,2,13
ENSMUSG00000038342,Mlxip,0,1,1,11,2,2,11
ENSMUSG00000038344,Txlng,0,2,0,6,1,2,13
ENSMUSG00000038346,Zfp384,0,0,2,5,1,0,8
ENSMUSG00000038347,Tcte2,0,0,0,0,0,0,6
ENSMUSG00000038349,Plcl1,0,0,0,0,0,0,0
ENSMUSG00000038351,Sgsm2,0,1,0,1,0,1,5
ENSMUSG00000038352,Arl5c,0,0,0,0,0,0,0
ENSMUSG00000038354,Ankrd35,0,0,0,1,0,0,6
ENSMUSG00000038357,Camp,0,0,0,0,0,0,0
ENSMUSG00000038365,Fbxo25,0,5,1,11,2,1,17
ENSMUSG00000038366,Lasp1,0,3,0,31,1,0,30
ENSMUSG00000038368,Focad,1,0,0,4,2,0,2
ENSMUSG00000038369,Ncoa6,0,3,0,9,4,0,17
ENSMUSG00000038370,Pcp4l1,0,1,0,23,0,0,6
ENSMUSG00000038371,Sbf2,0,1,1,3,0,1,15
ENSMUSG00000038372,Gmds,1,0,0,7,1,0,8
ENSMUSG00000038374,Rbm8a,0,7,0,7,0,0,6
ENSMUSG00000038375,Trp53inp2,0,6,3,39,0,0,70
ENSMUSG00000038379,Ttk,0,0,0,0,0,0,0
ENSMUSG00000038383,Pigu,1,3,0,14,0,1,4
ENSMUSG00000038384,Setd1b,0,2,0,10,0,3,22
ENSMUSG00000038387,Rras,0,0,0,1,0,0,1
ENSMUSG00000038390,Gpr162,2,2,0,1,5,0,98
ENSMUSG00000038393,Txnip,0,0,0,3,0,0,17
ENSMUSG00000038398,Upf3a,0,2,1,14,1,0,23
ENSMUSG00000038400,Pmepa1,0,1,0,0,1,0,4
ENSMUSG00000038402,Foxf2,0,0,0,0,0,0,2
ENSMUSG00000038403,Hjv,0,0,0,0,0,0,0
ENSMUSG00000038406,Scaf1,0,8,1,26,4,0,45
ENSMUSG00000038412,Higd1a,3,13,3,65,1,2,35
ENSMUSG00000038415,Foxq1,0,0,0,3,0,0,1
ENSMUSG00000038416,Cdc16,0,5,1,8,1,1,12
ENSMUSG00000038417,Fig4,0,3,0,6,0,0,3
ENSMUSG00000038418,Egr1,0,0,0,0,0,0,9
ENSMUSG00000038421,Fcrla,0,0,0,0,0,0,0
ENSMUSG00000038422,Hdhd3,0,0,0,1,0,0,1
ENSMUSG00000038425,Poli,0,0,0,5,1,0,2
ENSMUSG00000038429,Usp5,2,13,1,45,7,1,47
ENSMUSG00000038437,Mllt6,1,1,0,13,3,5,52
ENSMUSG00000038446,Cdc40,0,0,0,7,0,2,6
ENSMUSG00000038451,Spsb2,0,0,0,0,0,0,6
ENSMUSG00000038453,Srcin1,1,0,0,13,7,2,116
ENSMUSG00000038456,Dennd2a,0,0,1,1,0,0,11
ENSMUSG00000038457,Tmem255b,0,0,0,0,0,0,0
ENSMUSG00000038459,Abhd17c,0,3,0,7,1,0,4
ENSMUSG00000038462,Uqcrfs1,12,22,0,161,1,0,45
ENSMUSG00000038463,Olfml2b,0,0,0,0,0,0,0
ENSMUSG00000038467,Chmp4b,1,5,0,21,0,0,26
ENSMUSG00000038473,Nos1ap,0,1,0,2,1,0,15
ENSMUSG00000038481,Cdk19,0,0,0,3,0,0,25
ENSMUSG00000038482,Tfdp1,0,2,0,15,2,1,21
ENSMUSG00000038485,Socs7,1,2,0,3,1,0,17
ENSMUSG00000038486,Sv2a,9,60,3,169,8,3,64
ENSMUSG00000038489,Polr2l,0,0,1,0,0,0,0
ENSMUSG00000038495,Otud7b,0,3,2,28,4,10,13
ENSMUSG00000038496,Slc19a3,0,0,0,0,0,0,0
ENSMUSG00000038497,Tmco3,1,0,0,4,1,1,13
ENSMUSG00000038498,Catsper1,0,0,0,0,0,0,0
ENSMUSG00000038500,Prr3,0,0,0,0,2,0,6
ENSMUSG00000038502,Ptov1,2,9,1,57,5,5,100
ENSMUSG00000038503,Mesd,0,2,1,14,2,1,15
ENSMUSG00000038506,Dcun1d2,0,1,0,16,1,1,11
ENSMUSG00000038507,Parp12,0,0,0,2,0,0,4
ENSMUSG00000038508,Gdf15,0,0,0,0,0,0,0
ENSMUSG00000038510,Rpf2,0,1,0,8,0,0,4
ENSMUSG00000038515,Grtp1,0,1,1,5,0,1,2
ENSMUSG00000038517,Tbkbp1,0,2,0,10,2,9,37
ENSMUSG00000038518,Jarid2,0,2,0,47,14,5,44
ENSMUSG00000038520,Tbc1d17,1,2,0,5,2,2,11
ENSMUSG00000038521,C1s1,0,0,0,0,0,0,0
ENSMUSG00000038522,Mfsd4b1,0,0,0,0,0,0,0
ENSMUSG00000038524,Fchsd1,0,0,0,1,0,0,3
ENSMUSG00000038525,Armc10,0,3,0,2,1,0,6
ENSMUSG00000038526,Car14,0,0,0,0,0,0,1
ENSMUSG00000038527,C1rl,0,0,0,0,0,0,0
ENSMUSG00000038528,Mfsd4b5,0,0,0,0,0,0,0
ENSMUSG00000038530,Rgs4,0,1,0,4,1,0,1
ENSMUSG00000038533,Cbfa2t2,0,1,0,11,2,1,10
ENSMUSG00000038534,Osbpl7,0,1,2,2,0,1,1
ENSMUSG00000038535,Zfp280d,0,0,0,5,3,4,21
ENSMUSG00000038537,Mc3r,0,0,0,0,0,0,0
ENSMUSG00000038538,Ubn2,1,0,0,2,1,0,10
ENSMUSG00000038539,Atf5,0,0,0,6,0,0,5
ENSMUSG00000038540,Tmc3,0,1,0,0,0,0,0
ENSMUSG00000038541,Srd5a2,0,0,0,0,0,0,0
ENSMUSG00000038542,Pcid2,0,0,0,5,1,3,7
ENSMUSG00000038543,BC028528,0,0,0,0,0,0,0
ENSMUSG00000038544,Inip,0,1,0,1,0,1,3
ENSMUSG00000038545,Cul7,1,0,0,6,0,0,19
ENSMUSG00000038546,Ranbp9,2,2,2,31,4,10,27
ENSMUSG00000038550,Ciart,0,1,0,8,0,2,3
ENSMUSG00000038552,Fndc4,2,16,3,71,6,1,29
ENSMUSG00000038555,Reep2,42,145,15,473,26,30,109
ENSMUSG00000038560,Sp6,0,0,0,0,0,0,0
ENSMUSG00000038563,Efl1,1,1,0,6,0,1,3
ENSMUSG00000038564,Ift172,1,0,0,12,3,0,12
ENSMUSG00000038567,Cyp24a1,0,0,0,0,0,0,0
ENSMUSG00000038569,Rad9b,0,0,0,0,0,0,1
ENSMUSG00000038570,Saxo2,0,0,0,3,1,0,1
ENSMUSG00000038572,Bpifb5,0,0,0,0,0,0,0
ENSMUSG00000038576,Susd4,2,20,2,52,4,9,10
ENSMUSG00000038578,Susd1,0,0,0,1,0,0,1
ENSMUSG00000038580,Sct,0,0,0,1,0,0,1
ENSMUSG00000038582,Pptc7,0,1,0,16,4,0,12
ENSMUSG00000038583,Pln,0,0,0,0,0,0,0
ENSMUSG00000038587,Akap12,0,4,0,6,0,0,26
ENSMUSG00000038591,Colec10,0,0,0,0,0,0,0
ENSMUSG00000038593,Tctn1,0,1,0,3,0,2,5
ENSMUSG00000038594,Cep85l,0,0,0,5,1,0,9
ENSMUSG00000038598,Shoc1,0,0,0,0,0,0,0
ENSMUSG00000038599,Capn8,0,0,0,0,0,0,0
ENSMUSG00000038600,Atp6v0a4,0,0,0,0,0,0,0
ENSMUSG00000038602,Slc35f1,1,9,1,36,2,0,6
ENSMUSG00000038604,Ripor1,0,0,3,15,0,3,20
ENSMUSG00000038605,Samd10,0,1,0,3,0,0,4
ENSMUSG00000038607,Gng10,0,3,1,7,0,0,12
ENSMUSG00000038608,Dock10,0,0,0,0,0,0,4
ENSMUSG00000038611,Phrf1,0,1,0,7,0,1,28
ENSMUSG00000038612,Mcl1,3,5,1,18,3,0,28
ENSMUSG00000038615,Nfe2l1,2,22,3,63,1,0,30
ENSMUSG00000038618,Rassf7,0,1,0,1,0,0,2
ENSMUSG00000038619,Ensa,2,10,2,91,4,0,42
ENSMUSG00000038622,Med30,1,3,0,11,0,0,20
ENSMUSG00000038623,Tm6sf1,4,5,2,65,9,9,8
ENSMUSG00000038624,Nepn,0,0,0,0,0,0,0
ENSMUSG00000038628,Polr3k,1,8,1,62,6,1,16
ENSMUSG00000038630,Zkscan16,0,0,0,0,0,0,2
ENSMUSG00000038633,Degs1,1,22,5,79,1,0,27
ENSMUSG00000038637,Lrrc56,0,0,0,1,0,0,1
ENSMUSG00000038641,Akr1d1,0,0,0,0,0,0,0
ENSMUSG00000038642,Ctss,0,0,0,0,0,0,9
ENSMUSG00000038644,Pold1,0,0,0,1,1,0,8
ENSMUSG00000038646,Ramac,0,0,0,6,0,0,1
ENSMUSG00000038648,Creb3l2,0,0,0,0,0,0,2
ENSMUSG00000038650,Rnh1,0,11,0,11,2,1,6
ENSMUSG00000038651,Sycp2l,0,0,0,0,0,0,0
ENSMUSG00000038656,Cyp3a16,0,0,0,0,0,0,0
ENSMUSG00000038658,Ric1,0,2,1,19,5,1,16
ENSMUSG00000038663,Fsd2,0,0,0,0,0,0,0
ENSMUSG00000038664,Herc1,2,15,1,23,2,3,34
ENSMUSG00000038665,Dgki,0,5,0,25,3,6,14
ENSMUSG00000038668,Lpar1,0,0,0,0,0,0,7
ENSMUSG00000038670,Mybpc2,0,0,0,0,0,0,0
ENSMUSG00000038671,Arfrp1,0,0,0,8,2,0,9
ENSMUSG00000038676,Ucn,0,0,0,0,0,0,0
ENSMUSG00000038677,Scube3,0,0,0,0,0,0,2
ENSMUSG00000038679,Trps1,0,0,1,4,1,1,7
ENSMUSG00000038683,Pak1ip1,2,4,0,17,1,1,14
ENSMUSG00000038685,Rtel1,0,4,0,5,1,1,3
ENSMUSG00000038691,Mbd3l1,0,0,0,0,0,0,0
ENSMUSG00000038692,Hoxb4,0,0,0,0,0,0,0
ENSMUSG00000038695,Josd2,0,2,0,10,0,1,8
ENSMUSG00000038696,Mapkap1,1,1,2,23,0,1,11
ENSMUSG00000038697,Taf5l,0,0,0,5,1,0,6
ENSMUSG00000038700,Hoxb5,0,0,0,0,0,0,0
ENSMUSG00000038702,Dsel,0,0,0,1,0,0,3
ENSMUSG00000038704,Aspdh,0,0,0,1,0,0,4
ENSMUSG00000038705,Gmeb2,0,1,0,6,0,0,10
ENSMUSG00000038708,Golga4,0,1,1,31,1,11,32
ENSMUSG00000038709,Txndc8,0,0,0,0,0,0,0
ENSMUSG00000038712,Mindy1,0,1,0,4,1,0,17
ENSMUSG00000038718,Pbx3,0,1,0,18,1,0,11
ENSMUSG00000038721,Hoxb7,0,0,0,0,0,0,0
ENSMUSG00000038722,Bud31,0,5,0,24,0,0,19
ENSMUSG00000038725,Pkhd1l1,0,0,0,0,0,0,0
ENSMUSG00000038732,Mboat1,0,0,0,0,0,0,0
ENSMUSG00000038733,Wdr26,2,11,2,29,4,4,45
ENSMUSG00000038736,Nudcd1,0,2,0,12,0,0,2
ENSMUSG00000038738,Shank1,0,12,1,42,14,19,37
ENSMUSG00000038740,Mvb12b,0,2,0,18,2,4,37
ENSMUSG00000038742,Angptl6,0,0,0,3,0,0,8
ENSMUSG00000038745,Nlrp6,0,0,0,0,0,0,0
ENSMUSG00000038750,Omt2b,0,0,0,0,0,0,0
ENSMUSG00000038751,Ptk6,0,0,0,0,0,0,0
ENSMUSG00000038754,Elovl3,0,0,0,0,0,0,0
ENSMUSG00000038756,Ttll6,0,0,0,0,0,0,0
ENSMUSG00000038759,Nup205,0,0,1,2,1,1,2
ENSMUSG00000038760,Trhr,0,0,0,1,0,0,0
ENSMUSG00000038762,Abcf1,0,3,1,10,1,1,13
ENSMUSG00000038763,Alpk3,0,0,0,0,0,0,1
ENSMUSG00000038764,Ptpn3,0,1,0,0,0,0,8
ENSMUSG00000038765,Lmx1b,0,0,0,0,0,0,0
ENSMUSG00000038766,Gabpb2,0,0,0,4,3,3,16
ENSMUSG00000038770,Kpna7,0,0,0,0,0,0,0
ENSMUSG00000038773,Kdm3b,1,3,0,14,3,5,22
ENSMUSG00000038774,Ascc3,1,0,1,12,3,2,14
ENSMUSG00000038775,Vill,0,0,0,0,0,0,0
ENSMUSG00000038776,Ephx1,0,0,0,0,0,0,2
ENSMUSG00000038777,Sema6c,0,1,0,7,2,0,18
ENSMUSG00000038780,Smurf1,0,2,0,8,0,0,14
ENSMUSG00000038781,Stap2,0,0,0,0,0,0,3
ENSMUSG00000038784,Cnot4,0,4,2,18,0,4,18
ENSMUSG00000038791,Scgb3a2,0,0,0,0,0,0,0
ENSMUSG00000038793,Lefty1,0,0,0,0,0,0,0
ENSMUSG00000038797,Zscan2,0,0,0,4,0,0,4
ENSMUSG00000038801,Scgb1c1,0,0,0,0,0,0,0
ENSMUSG00000038803,Ost4,0,0,0,0,1,0,6
ENSMUSG00000038805,Six3,0,0,0,0,0,0,0
ENSMUSG00000038806,Sde2,1,0,0,6,2,0,15
ENSMUSG00000038807,Rap1gap2,2,9,0,29,4,0,34
ENSMUSG00000038811,Gngt2,0,0,0,0,0,0,0
ENSMUSG00000038812,Trmt112,0,0,0,10,1,0,5
ENSMUSG00000038816,Ctnnal1,0,0,0,7,3,4,15
ENSMUSG00000038822,Hace1,0,1,0,1,1,0,6
ENSMUSG00000038827,Abitram,1,0,0,2,0,0,2
ENSMUSG00000038828,Tmem214,0,2,0,8,1,1,21
ENSMUSG00000038831,Ralgps1,0,1,1,11,3,5,21
ENSMUSG00000038836,Agbl3,0,0,0,3,0,2,4
ENSMUSG00000038838,Vars2,0,0,0,4,1,2,8
ENSMUSG00000038840,Birc7,0,0,0,0,0,0,0
ENSMUSG00000038843,Gcnt1,0,0,0,0,0,0,2
ENSMUSG00000038844,Kif16b,0,0,0,1,1,0,3
ENSMUSG00000038848,Ythdf1,0,0,0,13,0,0,29
ENSMUSG00000038855,Itpkb,0,0,0,3,0,0,8
ENSMUSG00000038859,Baiap2l1,0,0,0,0,0,0,0
ENSMUSG00000038860,Garnl3,2,2,2,40,10,12,15
ENSMUSG00000038861,Pi4kb,0,1,0,2,1,0,3
ENSMUSG00000038866,Zcchc2,0,1,1,3,0,0,12
ENSMUSG00000038871,Bpgm,2,2,0,13,0,0,24
ENSMUSG00000038872,Zfhx3,0,0,0,0,0,0,2
ENSMUSG00000038876,Rnf146,1,1,0,27,1,2,19
ENSMUSG00000038879,Nipal2,0,3,0,20,2,2,3
ENSMUSG00000038883,Prl3a1,0,0,0,0,0,0,0
ENSMUSG00000038886,Man2a2,3,9,0,34,7,2,53
ENSMUSG00000038888,Ctu1,0,0,0,3,0,0,4
ENSMUSG00000038891,Prl3b1,0,0,0,0,0,0,0
ENSMUSG00000038893,Fam117a,0,1,2,12,8,0,6
ENSMUSG00000038894,Irs2,1,1,0,5,0,0,17
ENSMUSG00000038895,Zfp653,0,1,0,3,1,2,16
ENSMUSG00000038902,Pogz,0,1,0,9,2,0,10
ENSMUSG00000038903,Ccdc68,0,0,0,0,0,0,0
ENSMUSG00000038909,Kat7,0,1,0,7,2,1,12
ENSMUSG00000038910,Plcl2,0,0,2,1,1,0,16
ENSMUSG00000038914,Dido1,0,1,0,7,5,1,23
ENSMUSG00000038930,Rccd1,0,0,0,0,0,0,4
ENSMUSG00000038932,Tcfl5,0,0,0,0,0,0,0
ENSMUSG00000038936,Sccpdh,3,37,4,75,4,3,36
ENSMUSG00000038943,Prc1,0,0,0,0,0,0,1
ENSMUSG00000038949,Cnst,0,0,0,15,2,2,27
ENSMUSG00000038954,Supt3,0,0,0,3,0,1,1
ENSMUSG00000038957,Edc3,0,2,0,8,0,1,11
ENSMUSG00000038963,Slco4a1,0,0,0,1,0,0,12
ENSMUSG00000038965,Ube2l3,0,2,1,7,1,0,9
ENSMUSG00000038967,Pdk2,1,5,0,8,1,0,48
ENSMUSG00000038968,Klk1b16,0,0,0,0,0,0,0
ENSMUSG00000038970,Lmtk2,2,5,2,38,1,1,18
ENSMUSG00000038973,Cldnd2,0,0,0,0,0,0,0
ENSMUSG00000038975,Rabggtb,1,5,3,31,1,1,36
ENSMUSG00000038976,Ppp1r9b,1,18,3,98,1,3,173
ENSMUSG00000038980,Rbbp8nl,0,0,0,0,0,0,0
ENSMUSG00000038982,Bloc1s5,0,0,0,11,0,2,12
ENSMUSG00000038984,Tspyl5,0,0,0,5,0,0,6
ENSMUSG00000038987,Cfap157,0,0,0,0,0,0,0
ENSMUSG00000038990,Cables2,0,0,0,7,1,0,3
ENSMUSG00000038991,Txndc5,0,3,0,7,0,0,22
ENSMUSG00000038997,Asb17,0,0,0,0,0,0,0
ENSMUSG00000039000,Ube3c,1,3,2,25,4,1,22
ENSMUSG00000039004,Bmp6,0,0,0,0,0,0,4
ENSMUSG00000039005,Tlr4,0,0,0,0,0,0,0
ENSMUSG00000039007,Cpq,0,0,0,0,0,0,4
ENSMUSG00000039013,Siglecf,0,0,0,0,0,0,0
ENSMUSG00000039016,Timm8b,4,11,5,35,0,2,23
ENSMUSG00000039018,Mtg1,0,3,0,10,0,0,5
ENSMUSG00000039021,Ttc16,0,0,0,0,1,0,0
ENSMUSG00000039031,Arhgap18,0,0,0,1,0,0,2
ENSMUSG00000039032,Tsga13,0,0,0,0,0,0,0
ENSMUSG00000039033,Tasp1,0,0,0,3,1,0,6
ENSMUSG00000039037,St6galnac5,0,0,0,0,0,0,3
ENSMUSG00000039041,Adrm1,0,0,0,9,0,2,6
ENSMUSG00000039043,Arpin,0,1,1,3,1,0,12
ENSMUSG00000039046,Usp6nl,2,1,5,12,0,2,12
ENSMUSG00000039047,Pigk,6,36,5,92,7,5,28
ENSMUSG00000039048,Foxred1,0,0,0,14,3,2,7
ENSMUSG00000039050,Osbpl2,0,1,0,19,0,0,16
ENSMUSG00000039055,Eme1,0,0,0,0,0,0,1
ENSMUSG00000039057,Myo16,0,2,1,6,0,0,26
ENSMUSG00000039058,Ak5,2,4,1,9,0,2,9
ENSMUSG00000039059,Hrh3,3,19,6,59,3,3,6
ENSMUSG00000039062,Anpep,0,0,0,0,0,0,0
ENSMUSG00000039063,Echdc3,0,0,0,0,0,0,1
ENSMUSG00000039065,Atpsckmt,0,2,1,5,0,1,5
ENSMUSG00000039067,Psmd7,0,12,1,40,3,1,36
ENSMUSG00000039068,Zzz3,0,0,0,4,3,1,7
ENSMUSG00000039069,Mtg2,0,0,0,3,0,0,5
ENSMUSG00000039070,Cpa4,0,0,0,0,0,0,0
ENSMUSG00000039079,Trhr2,0,0,0,0,0,0,0
ENSMUSG00000039081,Zfp503,0,0,0,2,1,0,2
ENSMUSG00000039084,Chad,0,0,0,0,0,0,0
ENSMUSG00000039086,Ss18l1,1,1,0,13,0,0,19
ENSMUSG00000039087,Rreb1,1,0,0,114,35,36,8
ENSMUSG00000039089,L3mbtl3,0,0,0,3,1,0,4
ENSMUSG00000039092,Sptlc3,0,0,0,0,0,0,0
ENSMUSG00000039095,En2,0,0,1,2,3,1,69
ENSMUSG00000039096,Rsad1,0,0,0,1,1,1,5
ENSMUSG00000039097,Rln1,0,0,0,0,0,0,0
ENSMUSG00000039099,Wdr93,0,0,0,0,0,0,0
ENSMUSG00000039103,Nexn,2,6,2,30,2,2,3
ENSMUSG00000039105,Atp6v1g1,0,9,0,34,0,1,49
ENSMUSG00000039106,Htr5a,0,0,1,0,0,0,0
ENSMUSG00000039108,Lsm14b,1,2,0,27,4,1,48
ENSMUSG00000039109,F13a1,0,0,0,1,0,0,0
ENSMUSG00000039110,Mycbpap,0,0,0,1,0,0,0
ENSMUSG00000039114,Nrn1,0,0,0,0,1,0,35
ENSMUSG00000039115,Itga9,0,0,0,0,0,0,3
ENSMUSG00000039116,Adgrg6,0,0,0,0,0,0,0
ENSMUSG00000039117,Taf4,0,0,0,3,5,1,16
ENSMUSG00000039126,Prune2,0,0,1,1,0,0,38
ENSMUSG00000039128,Cdc123,0,3,1,32,0,1,19
ENSMUSG00000039130,Zc3hc1,0,0,0,3,0,0,4
ENSMUSG00000039131,Gipc2,0,1,0,12,0,0,2
ENSMUSG00000039137,Whrn,0,1,0,1,0,0,33
ENSMUSG00000039145,Camk1d,1,5,0,3,2,1,5
ENSMUSG00000039146,Ifi44l,0,0,0,0,0,0,0
ENSMUSG00000039148,Sart1,0,2,2,16,1,1,31
ENSMUSG00000039153,Runx2,0,0,0,0,0,0,0
ENSMUSG00000039154,Shd,0,0,0,0,0,0,16
ENSMUSG00000039155,Cdh26,0,0,0,0,0,0,0
ENSMUSG00000039156,Stim2,0,2,0,16,0,0,6
ENSMUSG00000039158,Akna,0,0,0,0,0,0,1
ENSMUSG00000039159,Ube2h,1,8,0,30,2,2,27
ENSMUSG00000039163,Cmc1,1,6,0,9,0,1,4
ENSMUSG00000039164,Naif1,0,0,0,0,0,0,1
ENSMUSG00000039166,Akap7,0,0,0,19,2,3,45
ENSMUSG00000039167,Adgrl4,0,0,0,0,0,0,1
ENSMUSG00000039168,Dap,1,7,0,17,0,0,4
ENSMUSG00000039176,Polg,0,1,0,5,2,2,9
ENSMUSG00000039178,Tbc1d19,1,0,2,8,1,2,9
ENSMUSG00000039179,Tekt5,0,0,0,0,0,0,2
ENSMUSG00000039182,AW209491,0,1,0,9,0,0,6
ENSMUSG00000039183,Nubp2,0,2,0,18,0,0,15
ENSMUSG00000039187,Fanci,0,0,0,0,0,0,0
ENSMUSG00000039191,Rbpj,0,1,0,4,0,0,6
